Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
MIRIK_WEST BENGAL,9,7,6485.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MIRYAGUDEM_TELANGANA,17,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MIRYALAGUDA_TELANGANA,4,16,10456.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MIRZAPUR CHITAVANPUR_UTTAR PRADESH,68,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MIRZAPUR CUM VINDHYACHAL_UTTAR PRADESH,19,16,9687.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MIRZAPUR_UTTAR PRADESH,39,4,1947.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MIRZA_ASSAM,2,1,387.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MISRIKH CUM NEEMSAR_UTTAR PRADESH,47,1,574.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MITHAPUR_GUJARAT,72,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MIYAPUR ,HYDERABAD_TELANGANA",41,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MIYAPUR HYDERABAD_TELANGANA,55,1,725.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MIYAPUR, HYDERABAD_TELANGANA",60,2,1133.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MIYAPUR_TELANGANA,45,2,1215.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MODAK_RAJASTHAN,68,1,493.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MODASA_GUJARAT,4,2,1975.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MODINAGAR_UTTAR PRADESH,2,16,10175.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOGALTUR_ANDHRA PRADESH,82,1,348.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOGA_PUNJAB,12,14,8916.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MOGRA BADSHAHPUR, JAUNPUR_UTTAR PRADESH",64,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHADI MIDC_MAHARASHTRA,70,3,2618.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOHALI ZIRAKPUR_PUNJAB,85,1,319.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHALI_PUNJAB,1,255,179735.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOHAL_HIMACHAL PRADESH,37,1,832.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHAMMADABAD FARRUKHABAD DISTRICT_UTTAR PRADESH,86,1,426.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHAMMADPUR URF CHAINPUR_BIHAR,19,2,602.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MOHAN GARDEN, UTTAM NAGAR,NEW DELHI_DELHI",21,1,560.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MOHANRAOPET, KORUTLA MANDAL, JAGITYAL DIST_TELANGANA",20,1,487.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHANUR_TAMIL NADU,5,1,431.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MOHLI, DHARAMSHALA_HIMACHAL PRADESH",72,1,495.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHOPADA_MAHARASHTRA,67,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOHPA_MAHARASHTRA,51,1,382.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOKAMA_BIHAR,60,1,1338.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOKAMEH_BIHAR,2,3,2913.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOKOKCHUNG_NAGALAND,38,2,2006.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MONDH , BHADOHI_UTTAR PRADESH",71,1,657.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOODABETTU_KARNATAKA,26,1,518.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOODBIDRI_KARNATAKA,22,2,920.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOODUBELLE_KARNATAKA,25,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOOLAVAIKKAL_TAMIL NADU,31,1,345.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOONNIYUR_KERALA,21,8,5070.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORADABAD_UTTAR PRADESH,1,68,43888.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORANHAT_ASSAM,41,5,3195.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORAN_ASSAM,80,1,696.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MORAZHA_KERALA,20,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MORBI_GUJARAT,5,35,22304.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORENA_MADHYA PRADESH,16,19,11094.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORIGAON_ASSAM,3,2,1534.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORINDA_PUNJAB,43,1,591.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MORJIM_GOA,38,1,471.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MORMUGAO_GOA,60,4,2919.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MORSHI_MAHARASHTRA,31,3,2694.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOSHI PRADHIKARAN_MAHARASHTRA,17,2,875.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOSHI_MAHARASHTRA,13,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOTBUNG_MANIPUR,70,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOTEBENNUR_KARNATAKA,64,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOTI BHOYAN_GUJARAT,20,1,413.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOTI DAMAN_DADRA AND NAGAR,14,1,635.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOTIHARI_BIHAR,8,29,22936.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOUJE ANJANVEL_MAHARASHTRA,39,2,1686.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOUJPUR NEW DELHI_DELHI,32,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOUNT ABU_RAJASTHAN,59,1,1186.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MOVVA. MANDAL_ANDHRA PRADESH,26,1,1137.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MOVVA_ANDHRA PRADESH,17,2,1417.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUDBIDRI_KARNATAKA,8,14,8197.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUDDANUR_ANDHRA PRADESH,2,3,1598.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUDDEBIHAL_KARNATAKA,61,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUDHOLE_TELANGANA,49,2,998.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUDHOL_KARNATAKA,52,3,2211.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MUDICHUR,CHENNAI_TAMIL NADU",71,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUDIGERE_KARNATAKA,10,8,5673.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUDINEPALLE_ANDHRA PRADESH,2,3,1716.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUDIPU_KARNATAKA,3,1,1163.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUGHAL SARAI_UTTAR PRADESH,56,2,1542.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUGHALSARAI_UTTAR PRADESH,20,5,3344.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUGKALYAN_WEST BENGAL,46,4,2580.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUHAMMA_KERALA,49,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUKANPUR_PUNJAB,36,1,471.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUKERIAN_PUNJAB,24,3,3187.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MUKHATHALA, KOLLAM_KERALA",85,1,587.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUKKAM_KERALA,4,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUKKOM_KERALA,63,2,763.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUKTAINAGAR_MAHARASHTRA,39,2,1148.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUKTSAR_PUNJAB,22,3,2057.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULAGUMUDU_TAMIL NADU,14,3,2017.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULAKALAPALLY MANDL_TELANGANA,74,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULAKALAPALLY_TELANGANA,55,2,661.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULAMTHURUTHY_KERALA,5,5,2692.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULANTHURUTHY_KERALA,12,2,1951.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULAVUKAD_KERALA,37,2,1620.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULBAGAL_KARNATAKA,5,3,2171.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULGUND_KARNATAKA,72,1,1488.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULKI_KARNATAKA,4,6,4362.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULKY_KARNATAKA,77,1,721.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULLANPUR GARIB DASS_PUNJAB,25,2,1151.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MULLANPUR_PUNJAB,85,1,574.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULLASSERY_KERALA,53,2,891.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULTAI_MADHYA PRADESH,74,2,972.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MULUGUPALLY, KATARAM_TELANGANA",13,2,700.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MULUND ( WEST), MUMBAI, PIN 400080_MAHARASHTRA",55,1,1068.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULUND (EAST)MUMBAI_MAHARASHTRA,51,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MULUND (WEST), MUMBAI_MAHARASHTRA",11,2,1537.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MULUND EAST, MUMBAI_MAHARASHTRA",11,1,649.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MULUND WEST, MUMBAI_MAHARASHTRA",58,1,452.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULUND W_MAHARASHTRA,69,1,939.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MULUND, EAST MUMBAI_MAHARASHTRA",83,1,531.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MULUR_KARNATAKA,13,1,380.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUL_MAHARASHTRA,48,1,382.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI (E)_MAHARASHTRA,82,1,360.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI - 400062_MAHARASHTRA,72,4,2116.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI - 400092._MAHARASHTRA,33,1,629.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI -13_MAHARASHTRA,73,2,1407.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI -400064_MAHARASHTRA,24,3,1880.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400 020_MAHARASHTRA,29,2,1435.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400005_MAHARASHTRA,45,1,545.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400023_MAHARASHTRA,63,1,563.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400030_MAHARASHTRA,34,4,2513.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400049_MAHARASHTRA,19,1,599.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400050_MAHARASHTRA,85,1,589.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400053_MAHARASHTRA,20,1,688.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400057_MAHARASHTRA,26,2,1621.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400063_MAHARASHTRA,85,1,888.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400064_MAHARASHTRA,33,1,513.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400066_MAHARASHTRA,46,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400067_MAHARASHTRA,8,1,859.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400070_MAHARASHTRA,71,2,1136.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400071_MAHARASHTRA,84,1,396.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400098_MAHARASHTRA,4,1,443.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 400101_MAHARASHTRA,4,7,3700.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 400102_MAHARASHTRA,5,10,7648.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI 40064_MAHARASHTRA,89,1,499.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI 40092_MAHARASHTRA,58,1,685.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI DADAR  WEST_MAHARASHTRA,60,2,1136.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI MAHARASHTRA_MAHARASHTRA,35,1,478.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI MUMBAI_MAHARASHTRA,36,1,544.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI NO. 400053_MAHARASHTRA,81,1,715.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI'S_MAHARASHTRA,5,1,387.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI,  ANDHERI WEST_MAHARASHTRA",79,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI, BANDRA EAST_MAHARASHTRA",60,3,1423.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MUMBAI, MULUND (W)_MAHARASHTRA",83,1,493.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI, POWAI_MAHARASHTRA",10,1,1044.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI,MALAD  EAST_MAHARASHTRA",29,1,529.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI,MALAD WEST,MALVANI._MAHARASHTRA",61,1,533.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUMBAI,_MAHARASHTRA",89,1,330.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI- 400054_MAHARASHTRA,36,1,721.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI-400 062_MAHARASHTRA,9,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI-400001_MAHARASHTRA,57,3,1473.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI-400051_MAHARASHTRA,23,2,2213.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI-400064_MAHARASHTRA,24,2,1459.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI-400066_MAHARASHTRA,9,1,718.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUMBAI._MAHARASHTRA,30,2,1267.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAIMUMBAI_MAHARASHTRA,2,4,1901.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBAI_MAHARASHTRA,1,6257,3954578.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBA_MAHARASHTRA,42,3,2573.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMBRA_MAHARASHTRA,10,2,1214.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMB_MAHARASHTRA,76,2,1719.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUMMIDIVARAM_ANDHRA PRADESH,52,1,432.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNAGALA_TELANGANA,21,1,435.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNAGAPADU_ANDHRA PRADESH,12,1,908.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNDERA BAZAR_UTTAR PRADESH,28,3,3249.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNDERI_KERALA,17,1,325.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUNDHAWA, PUNE_MAHARASHTRA",4,1,1187.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNDIYERUMA_KERALA,82,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNDLAMURU_ANDHRA PRADESH,52,1,1186.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNDRA_GUJARAT,4,4,2317.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNGELI_CHHATTISGARH,66,3,1536.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNGER_BIHAR,21,17,10705.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNIRABAD PROJECT AREA_KARNATAKA,14,2,1252.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUNIYAPPAN KOVIL_TAMIL NADU,71,1,471.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUNNAR_KERALA,19,9,4699.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUPPATHADAM_KERALA,28,1,431.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURADNAGAR_UTTAR PRADESH,7,8,6250.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MURAKAMBATTU_ANDHRA PRADESH,1,6,3742.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"MURARAI,BIRBHUM_WEST BENGAL",86,2,1051.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MURBAD,THANE_MAHARASHTRA",57,1,820.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURBAD_MAHARASHTRA,55,3,2058.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MURLIGANJ_BIHAR,10,2,1834.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MURMADI_MAHARASHTRA,16,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURSAN_UTTAR PRADESH,60,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURSHIDABAD_WEST BENGAL,35,6,3901.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MURTAJAPUR_MAHARASHTRA,53,1,292.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURUD_MAHARASHTRA,20,6,3946.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MURUGESHPALYA BANGALORE_KARNATAKA,73,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURUM_MAHARASHTRA,71,1,471.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MURWARA KATNI_MADHYA PRADESH,4,31,17415.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUSABANI_JHARKHAND,22,4,3429.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUSAFIRKHANA_UTTAR PRADESH,17,3,2449.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUSALGAON MIDC_MAHARASHTRA,35,1,1063.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUSHEERABAD_TELANGANA,72,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUSIRI_TAMIL NADU,10,7,4249.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUSSOORIE_UTTARAKHAND,7,13,6766.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUSTAFABAD_HARYANA,61,1,824.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTHIALPET_PUDUCHERRY,64,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTHI_JAMMU & KASHMIR,47,1,1186.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTHUKADU_TAMIL NADU,76,1,381.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTHUKULAM_KERALA,49,3,1715.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUTHUPET_TAMIL NADU,77,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTHUR_TAMIL NADU,19,1,468.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTTAM_KERALA,42,1,631.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTTAYYAPURAM_TAMIL NADU,26,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUTTUKURU_ANDHRA PRADESH,59,1,357.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"MUVATTUPUZHA , ERNAKULAM DST_KERALA",17,1,635.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUVATTUPUZHA_KERALA,14,28,19171.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUZAFFARNAGAR_UTTAR PRADESH,2,43,30177.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUZAFFARPURINDIA_BIHAR,67,1,635.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MUZAFFARPUR_BIHAR,2,86,61253.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MUZHAPPILANGAD_KERALA,13,3,2281.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MY HOME INDUSTRIES PVT LTD_TELANGANA,50,1,405.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MYDUKUR_ANDHRA PRADESH,53,1,828.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MYLAUDY_TAMIL NADU,85,1,568.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MYLAVARAM_ANDHRA PRADESH,36,5,2715.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MYSORE DISTRICT_KARNATAKA,65,2,1398.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
MYSORE_KARNATAKA,2,60,37198.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
MYSURUMYSORE_KARNATAKA,21,1,671.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
MYSURU_KARNATAKA,1,347,228971.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"N L ROAD, DIMAPUR_NAGALAND",84,1,443.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
N. PARAVUR_KERALA,77,1,487.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
N.DELHI_DELHI,26,3,2216.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
N.PARAVOOR_KERALA,25,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NABABPUR_WEST BENGAL,85,1,452.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NABADWIP_WEST BENGAL,9,13,7110.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NABAGRAM COLONY_WEST BENGAL,33,7,4600.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NABARANGAPUR_ODISHA,15,4,2030.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NABHA_PUNJAB,11,6,3516.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NACHARAM_TELANGANA,82,2,1224.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADAKKAVU_KERALA,58,1,534.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NADAKUDURU_ANDHRA PRADESH,58,1,743.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NADAPURAM_KERALA,18,3,1921.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NADATHARA, THRISSUR_KERALA",68,1,885.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NADATHARA_KERALA,3,5,3389.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADAUN_HIMACHAL PRADESH,9,3,2427.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADBAI_RAJASTHAN,12,10,12049.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADIAD_GUJARAT,8,26,15936.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADIA_WEST BENGAL,15,8,3609.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADIM TIRUVURU_ANDHRA PRADESH,2,4,2065.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NADSAL_KARNATAKA,40,2,781.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NADUVANERI_TAMIL NADU,67,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NADUVANNUR_KERALA,91,1,248.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
